record,filename_lr,lead,gap_seconds,trial,fs,signal_length,start_sample,end_sample,start_seconds,end_seconds,manifest_seed
00038_lr,records100/00000/00038_lr,II,1.0,0,100,1000,415,515,4.15,5.15,42
00038_lr,records100/00000/00038_lr,II,1.0,1,100,1000,259,359,2.59,3.59,42
00038_lr,records100/00000/00038_lr,II,1.0,2,100,1000,164,264,1.64,2.64,42
00038_lr,records100/00000/00038_lr,II,1.0,3,100,1000,488,588,4.88,5.88,42
00038_lr,records100/00000/00038_lr,II,1.0,4,100,1000,722,822,7.22,8.22,42
00038_lr,records100/00000/00038_lr,II,2.0,0,100,1000,138,338,1.38,3.38,42
00038_lr,records100/00000/00038_lr,II,2.0,1,100,1000,615,815,6.15,8.15,42
00038_lr,records100/00000/00038_lr,II,2.0,2,100,1000,597,797,5.97,7.97,42
00038_lr,records100/00000/00038_lr,II,2.0,3,100,1000,266,466,2.66,4.66,42
00038_lr,records100/00000/00038_lr,II,2.0,4,100,1000,479,679,4.79,6.79,42
00040_lr,records100/00000/00040_lr,II,0.25,0,100,1000,228,253,2.28,2.53,42
00040_lr,records100/00000/00040_lr,II,0.25,1,100,1000,688,713,6.88,7.13,42
00040_lr,records100/00000/00040_lr,II,0.25,2,100,1000,643,668,6.43,6.68,42
00040_lr,records100/00000/00040_lr,II,0.25,3,100,1000,375,400,3.75,4.0,42
00040_lr,records100/00000/00040_lr,II,0.25,4,100,1000,152,177,1.52,1.77,42
00040_lr,records100/00000/00040_lr,II,0.5,0,100,1000,828,878,8.28,8.78,42
00040_lr,records100/00000/00040_lr,II,0.5,1,100,1000,434,484,4.34,4.84,42
00040_lr,records100/00000/00040_lr,II,0.5,2,100,1000,770,820,7.7,8.2,42
00040_lr,records100/00000/00040_lr,II,0.5,3,100,1000,609,659,6.09,6.59,42
00040_lr,records100/00000/00040_lr,II,0.5,4,100,1000,684,734,6.84,7.34,42
00040_lr,records100/00000/00040_lr,II,1.0,0,100,1000,632,732,6.32,7.32,42
00040_lr,records100/00000/00040_lr,II,1.0,1,100,1000,236,336,2.36,3.36,42
00040_lr,records100/00000/00040_lr,II,1.0,2,100,1000,355,455,3.55,4.55,42
00040_lr,records100/00000/00040_lr,II,1.0,3,100,1000,427,527,4.27,5.27,42
00040_lr,records100/00000/00040_lr,II,1.0,4,100,1000,448,548,4.48,5.48,42
00040_lr,records100/00000/00040_lr,II,2.0,0,100,1000,126,326,1.26,3.26,42
00040_lr,records100/00000/00040_lr,II,2.0,1,100,1000,428,628,4.28,6.28,42
00040_lr,records100/00000/00040_lr,II,2.0,2,100,1000,192,392,1.92,3.92,42
00040_lr,records100/00000/00040_lr,II,2.0,3,100,1000,546,746,5.46,7.46,42
00040_lr,records100/00000/00040_lr,II,2.0,4,100,1000,510,710,5.1,7.1,42
00057_lr,records100/00000/00057_lr,II,0.25,0,100,1000,815,840,8.15,8.4,42
00057_lr,records100/00000/00057_lr,II,0.25,1,100,1000,677,702,6.77,7.02,42
00057_lr,records100/00000/00057_lr,II,0.25,2,100,1000,384,409,3.84,4.09,42
00057_lr,records100/00000/00057_lr,II,0.25,3,100,1000,850,875,8.5,8.75,42
00057_lr,records100/00000/00057_lr,II,0.25,4,100,1000,418,443,4.18,4.43,42
00057_lr,records100/00000/00057_lr,II,0.5,0,100,1000,344,394,3.44,3.94,42
00057_lr,records100/00000/00057_lr,II,0.5,1,100,1000,780,830,7.8,8.3,42
00057_lr,records100/00000/00057_lr,II,0.5,2,100,1000,378,428,3.78,4.28,42
00057_lr,records100/00000/00057_lr,II,0.5,3,100,1000,157,207,1.57,2.07,42
00057_lr,records100/00000/00057_lr,II,0.5,4,100,1000,452,502,4.52,5.02,42
00057_lr,records100/00000/00057_lr,II,1.0,0,100,1000,657,757,6.57,7.57,42
00057_lr,records100/00000/00057_lr,II,1.0,1,100,1000,232,332,2.32,3.32,42
00057_lr,records100/00000/00057_lr,II,1.0,2,100,1000,424,524,4.24,5.24,42
00057_lr,records100/00000/00057_lr,II,1.0,3,100,1000,191,291,1.91,2.91,42
00057_lr,records100/00000/00057_lr,II,1.0,4,100,1000,581,681,5.81,6.81,42
00057_lr,records100/00000/00057_lr,II,2.0,0,100,1000,385,585,3.85,5.85,42
00057_lr,records100/00000/00057_lr,II,2.0,1,100,1000,298,498,2.98,4.98,42
00057_lr,records100/00000/00057_lr,II,2.0,2,100,1000,236,436,2.36,4.36,42
00057_lr,records100/00000/00057_lr,II,2.0,3,100,1000,439,639,4.39,6.39,42
00057_lr,records100/00000/00057_lr,II,2.0,4,100,1000,502,702,5.02,7.02,42
00059_lr,records100/00000/00059_lr,II,0.25,0,100,1000,829,854,8.29,8.54,42
00059_lr,records100/00000/00059_lr,II,0.25,1,100,1000,439,464,4.39,4.64,42
00059_lr,records100/00000/00059_lr,II,0.25,2,100,1000,224,249,2.24,2.49,42
00059_lr,records100/00000/00059_lr,II,0.25,3,100,1000,746,771,7.46,7.71,42
00059_lr,records100/00000/00059_lr,II,0.25,4,100,1000,588,613,5.88,6.13,42
00059_lr,records100/00000/00059_lr,II,0.5,0,100,1000,625,675,6.25,6.75,42
00059_lr,records100/00000/00059_lr,II,0.5,1,100,1000,173,223,1.73,2.23,42
00059_lr,records100/00000/00059_lr,II,0.5,2,100,1000,334,384,3.34,3.84,42
00059_lr,records100/00000/00059_lr,II,0.5,3,100,1000,676,726,6.76,7.26,42
00059_lr,records100/00000/00059_lr,II,0.5,4,100,1000,725,775,7.25,7.75,42
00059_lr,records100/00000/00059_lr,II,1.0,0,100,1000,405,505,4.05,5.05,42
00059_lr,records100/00000/00059_lr,II,1.0,1,100,1000,664,764,6.64,7.64,42
00059_lr,records100/00000/00059_lr,II,1.0,2,100,1000,690,790,6.9,7.9,42
00059_lr,records100/00000/00059_lr,II,1.0,3,100,1000,371,471,3.71,4.71,42
00059_lr,records100/00000/00059_lr,II,1.0,4,100,1000,729,829,7.29,8.29,42
00059_lr,records100/00000/00059_lr,II,2.0,0,100,1000,273,473,2.73,4.73,42
00059_lr,records100/00000/00059_lr,II,2.0,1,100,1000,243,443,2.43,4.43,42
00059_lr,records100/00000/00059_lr,II,2.0,2,100,1000,510,710,5.1,7.1,42
00059_lr,records100/00000/00059_lr,II,2.0,3,100,1000,482,682,4.82,6.82,42
00059_lr,records100/00000/00059_lr,II,2.0,4,100,1000,183,383,1.83,3.83,42
00063_lr,records100/00000/00063_lr,II,0.25,0,100,1000,746,771,7.46,7.71,42
00063_lr,records100/00000/00063_lr,II,0.25,1,100,1000,255,280,2.55,2.8,42
00063_lr,records100/00000/00063_lr,II,0.25,2,100,1000,724,749,7.24,7.49,42
00063_lr,records100/00000/00063_lr,II,0.25,3,100,1000,105,130,1.05,1.3,42
00063_lr,records100/00000/00063_lr,II,0.25,4,100,1000,718,743,7.18,7.43,42
00063_lr,records100/00000/00063_lr,II,0.5,0,100,1000,690,740,6.9,7.4,42
00063_lr,records100/00000/00063_lr,II,0.5,1,100,1000,686,736,6.86,7.36,42
00063_lr,records100/00000/00063_lr,II,0.5,2,100,1000,599,649,5.99,6.49,42
00063_lr,records100/00000/00063_lr,II,0.5,3,100,1000,454,504,4.54,5.04,42
00063_lr,records100/00000/00063_lr,II,0.5,4,100,1000,629,679,6.29,6.79,42
00063_lr,records100/00000/00063_lr,II,1.0,0,100,1000,294,394,2.94,3.94,42
00063_lr,records100/00000/00063_lr,II,1.0,1,100,1000,647,747,6.47,7.47,42
00063_lr,records100/00000/00063_lr,II,1.0,2,100,1000,489,589,4.89,5.89,42
00063_lr,records100/00000/00063_lr,II,1.0,3,100,1000,421,521,4.21,5.21,42
00063_lr,records100/00000/00063_lr,II,1.0,4,100,1000,454,554,4.54,5.54,42
00063_lr,records100/00000/00063_lr,II,2.0,0,100,1000,441,641,4.41,6.41,42
00063_lr,records100/00000/00063_lr,II,2.0,1,100,1000,122,322,1.22,3.22,42
00063_lr,records100/00000/00063_lr,II,2.0,2,100,1000,184,384,1.84,3.84,42
00063_lr,records100/00000/00063_lr,II,2.0,3,100,1000,247,447,2.47,4.47,42
00063_lr,records100/00000/00063_lr,II,2.0,4,100,1000,168,368,1.68,3.68,42
00065_lr,records100/00000/00065_lr,II,0.25,0,100,1000,441,466,4.41,4.66,42
00065_lr,records100/00000/00065_lr,II,0.25,1,100,1000,618,643,6.18,6.43,42
00065_lr,records100/00000/00065_lr,II,0.25,2,100,1000,607,632,6.07,6.32,42
00065_lr,records100/00000/00065_lr,II,0.25,3,100,1000,465,490,4.65,4.9,42
00065_lr,records100/00000/00065_lr,II,0.25,4,100,1000,763,788,7.63,7.88,42
00065_lr,records100/00000/00065_lr,II,0.5,0,100,1000,524,574,5.24,5.74,42
00065_lr,records100/00000/00065_lr,II,0.5,1,100,1000,159,209,1.59,2.09,42
00065_lr,records100/00000/00065_lr,II,0.5,2,100,1000,674,724,6.74,7.24,42
00065_lr,records100/00000/00065_lr,II,0.5,3,100,1000,531,581,5.31,5.81,42
00065_lr,records100/00000/00065_lr,II,0.5,4,100,1000,576,626,5.76,6.26,42
00065_lr,records100/00000/00065_lr,II,1.0,0,100,1000,496,596,4.96,5.96,42
00065_lr,records100/00000/00065_lr,II,1.0,1,100,1000,488,588,4.88,5.88,42
00065_lr,records100/00000/00065_lr,II,1.0,2,100,1000,163,263,1.63,2.63,42
00065_lr,records100/00000/00065_lr,II,1.0,3,100,1000,492,592,4.92,5.92,42
00065_lr,records100/00000/00065_lr,II,1.0,4,100,1000,657,757,6.57,7.57,42
00065_lr,records100/00000/00065_lr,II,2.0,0,100,1000,282,482,2.82,4.82,42
00065_lr,records100/00000/00065_lr,II,2.0,1,100,1000,462,662,4.62,6.62,42
00065_lr,records100/00000/00065_lr,II,2.0,2,100,1000,118,318,1.18,3.18,42
00065_lr,records100/00000/00065_lr,II,2.0,3,100,1000,308,508,3.08,5.08,42
00065_lr,records100/00000/00065_lr,II,2.0,4,100,1000,362,562,3.62,5.62,42
00075_lr,records100/00000/00075_lr,II,0.25,0,100,1000,862,887,8.62,8.87,42
00075_lr,records100/00000/00075_lr,II,0.25,1,100,1000,266,291,2.66,2.91,42
00075_lr,records100/00000/00075_lr,II,0.25,2,100,1000,314,339,3.14,3.39,42
00075_lr,records100/00000/00075_lr,II,0.25,3,100,1000,417,442,4.17,4.42,42
00075_lr,records100/00000/00075_lr,II,0.25,4,100,1000,870,895,8.7,8.95,42
00075_lr,records100/00000/00075_lr,II,0.5,0,100,1000,740,790,7.4,7.9,42
00075_lr,records100/00000/00075_lr,II,0.5,1,100,1000,126,176,1.26,1.76,42
00075_lr,records100/00000/00075_lr,II,0.5,2,100,1000,275,325,2.75,3.25,42
00075_lr,records100/00000/00075_lr,II,0.5,3,100,1000,717,767,7.17,7.67,42
00075_lr,records100/00000/00075_lr,II,0.5,4,100,1000,143,193,1.43,1.93,42
00075_lr,records100/00000/00075_lr,II,1.0,0,100,1000,699,799,6.99,7.99,42
00075_lr,records100/00000/00075_lr,II,1.0,1,100,1000,297,397,2.97,3.97,42
00075_lr,records100/00000/00075_lr,II,1.0,2,100,1000,743,843,7.43,8.43,42
00075_lr,records100/00000/00075_lr,II,1.0,3,100,1000,305,405,3.05,4.05,42
00075_lr,records100/00000/00075_lr,II,1.0,4,100,1000,404,504,4.04,5.04,42
00075_lr,records100/00000/00075_lr,II,2.0,0,100,1000,497,697,4.97,6.97,42
00075_lr,records100/00000/00075_lr,II,2.0,1,100,1000,175,375,1.75,3.75,42
00075_lr,records100/00000/00075_lr,II,2.0,2,100,1000,434,634,4.34,6.34,42
00075_lr,records100/00000/00075_lr,II,2.0,3,100,1000,403,603,4.03,6.03,42
00075_lr,records100/00000/00075_lr,II,2.0,4,100,1000,571,771,5.71,7.71,42
00076_lr,records100/00000/00076_lr,II,0.25,0,100,1000,872,897,8.72,8.97,42
00076_lr,records100/00000/00076_lr,II,0.25,1,100,1000,615,640,6.15,6.4,42
00076_lr,records100/00000/00076_lr,II,0.25,2,100,1000,417,442,4.17,4.42,42
00076_lr,records100/00000/00076_lr,II,0.25,3,100,1000,415,440,4.15,4.4,42
00076_lr,records100/00000/00076_lr,II,0.25,4,100,1000,424,449,4.24,4.49,42
00076_lr,records100/00000/00076_lr,II,0.5,0,100,1000,711,761,7.11,7.61,42
00076_lr,records100/00000/00076_lr,II,0.5,1,100,1000,341,391,3.41,3.91,42
00076_lr,records100/00000/00076_lr,II,0.5,2,100,1000,225,275,2.25,2.75,42
00076_lr,records100/00000/00076_lr,II,0.5,3,100,1000,351,401,3.51,4.01,42
00076_lr,records100/00000/00076_lr,II,0.5,4,100,1000,117,167,1.17,1.67,42
00076_lr,records100/00000/00076_lr,II,1.0,0,100,1000,174,274,1.74,2.74,42
00076_lr,records100/00000/00076_lr,II,1.0,1,100,1000,163,263,1.63,2.63,42
00076_lr,records100/00000/00076_lr,II,1.0,2,100,1000,640,740,6.4,7.4,42
00076_lr,records100/00000/00076_lr,II,1.0,3,100,1000,606,706,6.06,7.06,42
00076_lr,records100/00000/00076_lr,II,1.0,4,100,1000,588,688,5.88,6.88,42
00076_lr,records100/00000/00076_lr,II,2.0,0,100,1000,377,577,3.77,5.77,42
00076_lr,records100/00000/00076_lr,II,2.0,1,100,1000,530,730,5.3,7.3,42
00076_lr,records100/00000/00076_lr,II,2.0,2,100,1000,196,396,1.96,3.96,42
00076_lr,records100/00000/00076_lr,II,2.0,3,100,1000,641,841,6.41,8.41,42
00076_lr,records100/00000/00076_lr,II,2.0,4,100,1000,401,601,4.01,6.01,42
00079_lr,records100/00000/00079_lr,II,0.25,0,100,1000,827,852,8.27,8.52,42
00079_lr,records100/00000/00079_lr,II,0.25,1,100,1000,218,243,2.18,2.43,42
00079_lr,records100/00000/00079_lr,II,0.25,2,100,1000,485,510,4.85,5.1,42
00079_lr,records100/00000/00079_lr,II,0.25,3,100,1000,640,665,6.4,6.65,42
00079_lr,records100/00000/00079_lr,II,0.25,4,100,1000,484,509,4.84,5.09,42
00079_lr,records100/00000/00079_lr,II,0.5,0,100,1000,435,485,4.35,4.85,42
00079_lr,records100/00000/00079_lr,II,0.5,1,100,1000,224,274,2.24,2.74,42
00079_lr,records100/00000/00079_lr,II,0.5,2,100,1000,386,436,3.86,4.36,42
00079_lr,records100/00000/00079_lr,II,0.5,3,100,1000,279,329,2.79,3.29,42
00079_lr,records100/00000/00079_lr,II,0.5,4,100,1000,326,376,3.26,3.76,42
00079_lr,records100/00000/00079_lr,II,1.0,0,100,1000,579,679,5.79,6.79,42
00079_lr,records100/00000/00079_lr,II,1.0,1,100,1000,541,641,5.41,6.41,42
00079_lr,records100/00000/00079_lr,II,1.0,2,100,1000,525,625,5.25,6.25,42
00079_lr,records100/00000/00079_lr,II,1.0,3,100,1000,353,453,3.53,4.53,42
00079_lr,records100/00000/00079_lr,II,1.0,4,100,1000,772,872,7.72,8.72,42
00079_lr,records100/00000/00079_lr,II,2.0,0,100,1000,152,352,1.52,3.52,42
00079_lr,records100/00000/00079_lr,II,2.0,1,100,1000,305,505,3.05,5.05,42
00079_lr,records100/00000/00079_lr,II,2.0,2,100,1000,170,370,1.7,3.7,42
00079_lr,records100/00000/00079_lr,II,2.0,3,100,1000,303,503,3.03,5.03,42
00079_lr,records100/00000/00079_lr,II,2.0,4,100,1000,678,878,6.78,8.78,42
00093_lr,records100/00000/00093_lr,II,0.25,0,100,1000,384,409,3.84,4.09,42
00093_lr,records100/00000/00093_lr,II,0.25,1,100,1000,805,830,8.05,8.3,42
00093_lr,records100/00000/00093_lr,II,0.25,2,100,1000,484,509,4.84,5.09,42
00093_lr,records100/00000/00093_lr,II,0.25,3,100,1000,642,667,6.42,6.67,42
00093_lr,records100/00000/00093_lr,II,0.25,4,100,1000,454,479,4.54,4.79,42
00093_lr,records100/00000/00093_lr,II,0.5,0,100,1000,299,349,2.99,3.49,42
00093_lr,records100/00000/00093_lr,II,0.5,1,100,1000,673,723,6.73,7.23,42
00093_lr,records100/00000/00093_lr,II,0.5,2,100,1000,827,877,8.27,8.77,42
00093_lr,records100/00000/00093_lr,II,0.5,3,100,1000,297,347,2.97,3.47,42
00093_lr,records100/00000/00093_lr,II,0.5,4,100,1000,684,734,6.84,7.34,42
00093_lr,records100/00000/00093_lr,II,1.0,0,100,1000,283,383,2.83,3.83,42
00093_lr,records100/00000/00093_lr,II,1.0,1,100,1000,602,702,6.02,7.02,42
00093_lr,records100/00000/00093_lr,II,1.0,2,100,1000,653,753,6.53,7.53,42
00093_lr,records100/00000/00093_lr,II,1.0,3,100,1000,415,515,4.15,5.15,42
00093_lr,records100/00000/00093_lr,II,1.0,4,100,1000,616,716,6.16,7.16,42
00093_lr,records100/00000/00093_lr,II,2.0,0,100,1000,263,463,2.63,4.63,42
00093_lr,records100/00000/00093_lr,II,2.0,1,100,1000,147,347,1.47,3.47,42
00093_lr,records100/00000/00093_lr,II,2.0,2,100,1000,157,357,1.57,3.57,42
00093_lr,records100/00000/00093_lr,II,2.0,3,100,1000,368,568,3.68,5.68,42
00093_lr,records100/00000/00093_lr,II,2.0,4,100,1000,642,842,6.42,8.42,42
00100_lr,records100/00000/00100_lr,II,0.25,0,100,1000,198,223,1.98,2.23,42
00100_lr,records100/00000/00100_lr,II,0.25,1,100,1000,453,478,4.53,4.78,42
00100_lr,records100/00000/00100_lr,II,0.25,2,100,1000,646,671,6.46,6.71,42
00100_lr,records100/00000/00100_lr,II,0.25,3,100,1000,257,282,2.57,2.82,42
00100_lr,records100/00000/00100_lr,II,0.25,4,100,1000,659,684,6.59,6.84,42
00100_lr,records100/00000/00100_lr,II,0.5,0,100,1000,329,379,3.29,3.79,42
00100_lr,records100/00000/00100_lr,II,0.5,1,100,1000,707,757,7.07,7.57,42
00100_lr,records100/00000/00100_lr,II,0.5,2,100,1000,534,584,5.34,5.84,42
00100_lr,records100/00000/00100_lr,II,0.5,3,100,1000,510,560,5.1,5.6,42
00100_lr,records100/00000/00100_lr,II,0.5,4,100,1000,232,282,2.32,2.82,42
00100_lr,records100/00000/00100_lr,II,1.0,0,100,1000,424,524,4.24,5.24,42
00100_lr,records100/00000/00100_lr,II,1.0,1,100,1000,700,800,7.0,8.0,42
00100_lr,records100/00000/00100_lr,II,1.0,2,100,1000,113,213,1.13,2.13,42
00100_lr,records100/00000/00100_lr,II,1.0,3,100,1000,631,731,6.31,7.31,42
00100_lr,records100/00000/00100_lr,II,1.0,4,100,1000,445,545,4.45,5.45,42
00100_lr,records100/00000/00100_lr,II,2.0,0,100,1000,532,732,5.32,7.32,42
00100_lr,records100/00000/00100_lr,II,2.0,1,100,1000,498,698,4.98,6.98,42
00100_lr,records100/00000/00100_lr,II,2.0,2,100,1000,359,559,3.59,5.59,42
00100_lr,records100/00000/00100_lr,II,2.0,3,100,1000,285,485,2.85,4.85,42
00100_lr,records100/00000/00100_lr,II,2.0,4,100,1000,477,677,4.77,6.77,42
00112_lr,records100/00000/00112_lr,II,0.25,0,100,1000,208,233,2.08,2.33,42
00112_lr,records100/00000/00112_lr,II,0.25,1,100,1000,553,578,5.53,5.78,42
00112_lr,records100/00000/00112_lr,II,0.25,2,100,1000,173,198,1.73,1.98,42
00112_lr,records100/00000/00112_lr,II,0.25,3,100,1000,604,629,6.04,6.29,42
00112_lr,records100/00000/00112_lr,II,0.25,4,100,1000,587,612,5.87,6.12,42
00112_lr,records100/00000/00112_lr,II,0.5,0,100,1000,163,213,1.63,2.13,42
00112_lr,records100/00000/00112_lr,II,0.5,1,100,1000,668,718,6.68,7.18,42
00112_lr,records100/00000/00112_lr,II,0.5,2,100,1000,412,462,4.12,4.62,42
00112_lr,records100/00000/00112_lr,II,0.5,3,100,1000,690,740,6.9,7.4,42
00112_lr,records100/00000/00112_lr,II,0.5,4,100,1000,131,181,1.31,1.81,42
00112_lr,records100/00000/00112_lr,II,1.0,0,100,1000,225,325,2.25,3.25,42
00112_lr,records100/00000/00112_lr,II,1.0,1,100,1000,446,546,4.46,5.46,42
00112_lr,records100/00000/00112_lr,II,1.0,2,100,1000,231,331,2.31,3.31,42
00112_lr,records100/00000/00112_lr,II,1.0,3,100,1000,331,431,3.31,4.31,42
00112_lr,records100/00000/00112_lr,II,1.0,4,100,1000,563,663,5.63,6.63,42
00112_lr,records100/00000/00112_lr,II,2.0,0,100,1000,186,386,1.86,3.86,42
00112_lr,records100/00000/00112_lr,II,2.0,1,100,1000,507,707,5.07,7.07,42
00112_lr,records100/00000/00112_lr,II,2.0,2,100,1000,162,362,1.62,3.62,42
00112_lr,records100/00000/00112_lr,II,2.0,3,100,1000,205,405,2.05,4.05,42
00112_lr,records100/00000/00112_lr,II,2.0,4,100,1000,453,653,4.53,6.53,42
00115_lr,records100/00000/00115_lr,II,0.25,0,100,1000,715,740,7.15,7.4,42
00115_lr,records100/00000/00115_lr,II,0.25,1,100,1000,232,257,2.32,2.57,42
00115_lr,records100/00000/00115_lr,II,0.25,2,100,1000,332,357,3.32,3.57,42
00115_lr,records100/00000/00115_lr,II,0.25,3,100,1000,817,842,8.17,8.42,42
00115_lr,records100/00000/00115_lr,II,0.25,4,100,1000,867,892,8.67,8.92,42
00115_lr,records100/00000/00115_lr,II,0.5,0,100,1000,536,586,5.36,5.86,42
00115_lr,records100/00000/00115_lr,II,0.5,1,100,1000,435,485,4.35,4.85,42
00115_lr,records100/00000/00115_lr,II,0.5,2,100,1000,360,410,3.6,4.1,42
00115_lr,records100/00000/00115_lr,II,0.5,3,100,1000,559,609,5.59,6.09,42
00115_lr,records100/00000/00115_lr,II,0.5,4,100,1000,543,593,5.43,5.93,42
00115_lr,records100/00000/00115_lr,II,1.0,0,100,1000,306,406,3.06,4.06,42
00115_lr,records100/00000/00115_lr,II,1.0,1,100,1000,115,215,1.15,2.15,42
00115_lr,records100/00000/00115_lr,II,1.0,2,100,1000,206,306,2.06,3.06,42
00115_lr,records100/00000/00115_lr,II,1.0,3,100,1000,771,871,7.71,8.71,42
00115_lr,records100/00000/00115_lr,II,1.0,4,100,1000,393,493,3.93,4.93,42
00115_lr,records100/00000/00115_lr,II,2.0,0,100,1000,389,589,3.89,5.89,42
00115_lr,records100/00000/00115_lr,II,2.0,1,100,1000,380,580,3.8,5.8,42
00115_lr,records100/00000/00115_lr,II,2.0,2,100,1000,570,770,5.7,7.7,42
00115_lr,records100/00000/00115_lr,II,2.0,3,100,1000,139,339,1.39,3.39,42
00115_lr,records100/00000/00115_lr,II,2.0,4,100,1000,149,349,1.49,3.49,42
00116_lr,records100/00000/00116_lr,II,0.25,0,100,1000,314,339,3.14,3.39,42
00116_lr,records100/00000/00116_lr,II,0.25,1,100,1000,477,502,4.77,5.02,42
00116_lr,records100/00000/00116_lr,II,0.25,2,100,1000,620,645,6.2,6.45,42
00116_lr,records100/00000/00116_lr,II,0.25,3,100,1000,480,505,4.8,5.05,42
00116_lr,records100/00000/00116_lr,II,0.25,4,100,1000,442,467,4.42,4.67,42
00116_lr,records100/00000/00116_lr,II,0.5,0,100,1000,804,854,8.04,8.54,42
00116_lr,records100/00000/00116_lr,II,0.5,1,100,1000,220,270,2.2,2.7,42
00116_lr,records100/00000/00116_lr,II,0.5,2,100,1000,529,579,5.29,5.79,42
00116_lr,records100/00000/00116_lr,II,0.5,3,100,1000,507,557,5.07,5.57,42
00116_lr,records100/00000/00116_lr,II,0.5,4,100,1000,455,505,4.55,5.05,42
00116_lr,records100/00000/00116_lr,II,1.0,0,100,1000,666,766,6.66,7.66,42
00116_lr,records100/00000/00116_lr,II,1.0,1,100,1000,287,387,2.87,3.87,42
00116_lr,records100/00000/00116_lr,II,1.0,2,100,1000,768,868,7.68,8.68,42
00116_lr,records100/00000/00116_lr,II,1.0,3,100,1000,332,432,3.32,4.32,42
00116_lr,records100/00000/00116_lr,II,1.0,4,100,1000,482,582,4.82,5.82,42
00116_lr,records100/00000/00116_lr,II,2.0,0,100,1000,412,612,4.12,6.12,42
00116_lr,records100/00000/00116_lr,II,2.0,1,100,1000,610,810,6.1,8.1,42
00116_lr,records100/00000/00116_lr,II,2.0,2,100,1000,363,563,3.63,5.63,42
00116_lr,records100/00000/00116_lr,II,2.0,3,100,1000,271,471,2.71,4.71,42
00116_lr,records100/00000/00116_lr,II,2.0,4,100,1000,112,312,1.12,3.12,42
00117_lr,records100/00000/00117_lr,II,0.25,0,100,1000,382,407,3.82,4.07,42
00117_lr,records100/00000/00117_lr,II,0.25,1,100,1000,741,766,7.41,7.66,42
00117_lr,records100/00000/00117_lr,II,0.25,2,100,1000,107,132,1.07,1.32,42
00117_lr,records100/00000/00117_lr,II,0.25,3,100,1000,795,820,7.95,8.2,42
00117_lr,records100/00000/00117_lr,II,0.25,4,100,1000,521,546,5.21,5.46,42
00117_lr,records100/00000/00117_lr,II,0.5,0,100,1000,205,255,2.05,2.55,42
00117_lr,records100/00000/00117_lr,II,0.5,1,100,1000,326,376,3.26,3.76,42
00117_lr,records100/00000/00117_lr,II,0.5,2,100,1000,516,566,5.16,5.66,42
